executor,connector,data_management,stage_task_counts,stage_bytes_sizes,task_sleep,workflow_start_timestamp,workflow_end_timestamp,workflow_makespan_s
DaskExecutor,RedisConnector,manual-proxy,1-32-1-32-1-32-1-32-1-32-1-32-1-32-1-32-1,1000000-100000000-10000000-100000000-10000000-100000000-10000000-100000000-10000000-100000000-10000000-100000000-10000000-100000000-10000000-100000000-10000000-1000000,5.0,1710183991.8438082,1710184084.36395,92.52014183998108
DaskExecutor,RedisConnector,manual-proxy,1-32-1-32-1-32-1-32-1-32-1-32-1-32-1-32-1,1000000-100000000-10000000-100000000-10000000-100000000-10000000-100000000-10000000-100000000-10000000-100000000-10000000-100000000-10000000-100000000-10000000-1000000,5.0,1710184084.3854597,1710184176.8326368,92.44717717170715
DaskExecutor,RedisConnector,manual-proxy,1-32-1-32-1-32-1-32-1-32-1-32-1-32-1-32-1,1000000-100000000-10000000-100000000-10000000-100000000-10000000-100000000-10000000-100000000-10000000-100000000-10000000-100000000-10000000-100000000-10000000-1000000,5.0,1710184176.8548324,1710184268.5648499,91.71001744270325
