executor,connector,data_management,stage_task_counts,stage_bytes_sizes,task_sleep,workflow_start_timestamp,workflow_end_timestamp,workflow_makespan_s
DaskExecutor,RedisConnector,manual-proxy,1-8-1-8-1-8-1,1000000-100000000-10000000-100000000-10000000-100000000-10000000-1000000,5.0,1710027437.214138,1710027473.860324,36.646185874938965
DaskExecutor,RedisConnector,manual-proxy,1-8-1-8-1-8-1,1000000-100000000-10000000-100000000-10000000-100000000-10000000-1000000,5.0,1710027473.8744533,1710027510.350239,36.47578573226929
DaskExecutor,RedisConnector,manual-proxy,1-8-1-8-1-8-1,1000000-100000000-10000000-100000000-10000000-100000000-10000000-1000000,5.0,1710027510.3626394,1710027546.8248293,36.46218991279602
