executor,connector,data_management,stage_task_counts,stage_bytes_sizes,stage_repeat,task_sleep,workflow_start_timestamp,workflow_end_timestamp,workflow_makespan_s
DaskExecutor,RedisConnector,manual-proxy,32-1,100000000-10000000-1000000,8,5.0,1711662873.5072064,1711663039.412746,165.90553951263428
DaskExecutor,RedisConnector,manual-proxy,32-1,100000000-10000000-1000000,8,5.0,1711663039.441814,1711663205.384838,165.94302415847778
DaskExecutor,RedisConnector,manual-proxy,32-1,100000000-10000000-1000000,8,5.0,1711663205.4176826,1711663372.7340248,167.31634211540222
