unix_timestamp,total_bytes,available_bytes,used_bytes,free_bytes
1711662873.4645462,540332134400,520844754944,10758914048,504283381760
1711662873.4755442,540332134400,520841383936,10762285056,504279904256
1711662873.4857528,540332134400,520816533504,10787135488,504254504960
1711662873.4960012,540332134400,520814862336,10788806656,504252493824
1711662873.5062478,540332134400,520814604288,10789064704,504252235776
1711662873.5164933,540332134400,520802099200,10801569792,504239370240
1711662873.5266902,540332134400,520791613440,10812055552,504228884480
1711662873.5369036,540332134400,520778772480,10824896512,504216043520
1711662873.5470912,540332134400,520768520192,10835148800,504205758464
1711662873.5573008,540332134400,520755937280,10847731712,504193175552
1711662873.5674853,540332134400,520745418752,10858250240,504182657024
1711662873.577695,540332134400,520734973952,10868695040,504172171264
1711662873.5879028,540332134400,520722391040,10881277952,504159588352
1711662873.598111,540332134400,520710873088,10892795904,504148070400
1711662873.6083193,540332134400,520691998720,10911670272,504129196032
1711662873.6185288,540332134400,520673124352,10930544640,504110321664
1711662873.6287403,540332134400,520656089088,10947579904,504093286400
1711662873.6389256,540332134400,520637214720,10966454272,504074412032
1711662873.6491325,540332134400,520618340352,10985328640,504055537664
1711662873.6593194,540332134400,520704098304,10899550208,504141262848
1711662873.6695259,540332134400,520686804992,10916843520,504123969536
1711662873.6797078,540332134400,520672124928,10931523584,504109289472
1711662873.689917,540332134400,520655347712,10948300800,504092512256
1711662873.7001624,540332134400,520640667648,10962980864,504077832192
1711662873.7105188,540332134400,520623890432,10979758080,504061054976
1711662873.7207682,540332134400,520607113216,10996535296,504044277760
1711662873.7310112,540332134400,520651927552,10951720960,504089092096
1711662873.7412224,540332134400,520607428608,10996215808,504044593152
1711662873.7514584,540332134400,520588042240,11015602176,504025206784
1711662873.7618,540332134400,520567365632,11036278784,504004530176
1711662873.7720895,540332134400,520536842240,11066802176,503974006784
1711662873.7823093,540332134400,520508174336,11095470080,503945338880
1711662873.7925541,540332134400,520600784896,11002859520,504037949440
1711662873.8027754,540332134400,520588201984,11015442432,504025366528
1711662873.8130245,540332134400,520577716224,11025928192,504014880768
1711662873.8235726,540332134400,520565133312,11038511104,504002297856
1711662873.8338294,540332134400,520552067072,11051577344,503989198848
1711662873.8440757,540332134400,520541581312,11062063104,503978713088
1711662873.8542972,540332134400,520529317888,11074326528,503966449664
1711662873.8645477,540332134400,520518832128,11084812288,503955963904
1711662873.874768,540332134400,520507572224,11096072192,503944704000
1711662873.8850148,540332134400,520488697856,11114946560,503925829632
1711662873.8953261,540332134400,520469987328,11133657088,503907119104
1711662873.905669,540332134400,520451112960,11152531456,503888244736
1711662873.9159184,540332134400,520431980544,11171663872,503869112320
1711662873.9261842,540332134400,520413106176,11190538240,503850237952
1711662873.9364507,540332134400,520500445184,11103199232,503937544192
1711662873.946808,540332134400,520483667968,11119976448,503920766976
1711662873.9571743,540332134400,520468770816,11134873600,503905263616
1711662873.9678476,540332134400,520453873664,11149770752,503890366464
1711662873.9782064,540332134400,520439238656,11164405760,503875731456
1711662873.9885464,540332134400,520422461440,11181182976,503858954240
1711662873.9987833,540332134400,520407781376,11195863040,503844274176
1711662874.0091226,540332134400,520435560448,11168083968,503872053248
1711662874.0193377,540332134400,520393121792,11210522624,503829614592
1711662874.0295897,540332134400,520377065472,11226578944,503813558272
1711662874.03981,540332134400,520362082304,11241562112,503798575104
1711662874.0500703,540332134400,520346034176,11257610240,503782526976
1711662874.0603178,540332134400,520329461760,11274182656,503765954560
1711662874.0705698,540332134400,520311742464,11291901952,503748235264
1711662874.0807843,540332134400,520404348928,11199295488,503840841728
1711662874.0910027,540332134400,520391766016,11211878400,503828258816
1711662874.1012468,540332134400,520379543552,11224100864,503816036352
1711662874.1114662,540332134400,520369057792,11234586624,503805550592
1711662874.1216884,540332134400,520356216832,11247427584,503792709632
1711662874.1319077,540332134400,520345731072,11257913344,503782223872
1711662874.142157,540332134400,520333148160,11270496256,503769640960
1711662874.1524045,540332134400,520322662400,11280982016,503759155200
1711662874.1626525,540332134400,520312725504,11290918912,503749218304
1711662874.1729043,540332134400,520293335040,11310309376,503729827840
1711662874.1831222,540332134400,520274202624,11329441792,503710695424
1711662874.1933653,540332134400,520255328256,11348316160,503691821056
1711662874.2036016,540332134400,520236453888,11367190528,503672946688
1711662874.2139106,540332134400,520217579520,11386064896,503654072320
1711662874.2241547,540332134400,520302014464,11301629952,503738507264
1711662874.234471,540332134400,520284979200,11318665216,503721472000
1711662874.2447155,540332134400,520270540800,11333103616,503707033600
1711662874.2549522,540332134400,520253763584,11349880832,503690256384
1711662874.2652895,540332134400,520236986368,11366658048,503673479168
1711662874.275519,540332134400,520220209152,11383435264,503656701952
1711662874.2858772,540332134400,520207626240,11396018176,503644119040
1711662874.296219,540332134400,520235114496,11368529920,503671607296
1711662874.3064532,540332134400,520187830272,11415814144,503624323072
1711662874.3167953,540332134400,520159952896,11443691520,503596445696
1711662874.3270495,540332134400,520129331200,11473797120,503566340096
1711662874.337414,540332134400,520113946624,11489697792,503550439424
1711662874.3476784,540332134400,520202096640,11401547776,503638589440
1711662874.3580399,540332134400,520189513728,11414130688,503626006528
1711662874.3683803,540332134400,520179613696,11424030720,503616106496
1711662874.378616,540332134400,520167399424,11436244992,503603892224
1711662874.3889549,540332134400,520155074560,11448569856,503591567360
1711662874.3991764,540332134400,520142491648,11461152768,503578984448
1711662874.4094312,540332134400,520132005888,11471638528,503568498688
1711662874.4201121,540332134400,520119422976,11484221440,503555915776
1711662874.4304733,540332134400,520105840640,11497803776,503542333440
1711662874.4407253,540332134400,520084545536,11519098880,503520972800
1711662874.450946,540332134400,520065216512,11538432000,503501570048
1711662874.4611843,540332134400,520046243840,11557404672,503482597376
1711662874.4716046,540332134400,520027627520,11576020992,503463981056
1711662874.4819481,540332134400,520008753152,11594895360,503445106688
1711662874.492191,540332134400,520093929472,11509719040,503530283008
1711662874.5024397,540332134400,520077152256,11526496256,503513505792
1711662874.5127795,540332134400,520060375040,11543273472,503496728576
1711662874.5229824,540332134400,520043597824,11560050688,503479951360
1711662874.5331752,540332134400,520028917760,11574730752,503465271296
1711662874.5433168,540332134400,520012140544,11591507968,503448494080
1711662874.5534966,540332134400,520063279104,11540369408,503499632640
1711662874.5636764,540332134400,519996080128,11607568384,503432433664
1711662874.5738623,540332134400,519966605312,11637043200,503402958848
1711662874.584082,540332134400,519944404992,11659243520,503380758528
1711662874.59429,540332134400,519915347968,11688300544,503351701504
1711662874.604483,540332134400,520006569984,11597078528,503442923520
1711662874.6146996,540332134400,519993987072,11609661440,503430340608
1711662874.6249068,540332134400,519983501312,11620147200,503419854848
1711662874.6350932,540332134400,519970660352,11632988160,503407013888
1711662874.6453128,540332134400,519959916544,11643731968,503396270080
1711662874.655499,540332134400,519947333632,11656314880,503383687168
1711662874.6657212,540332134400,519936847872,11666800640,503373201408
1711662874.6759267,540332134400,519924264960,11679383552,503360618496
1711662874.6861382,540332134400,519913779200,11689869312,503350132736
1711662874.6963563,540332134400,519894130688,11709517824,503330484224
1711662874.7065632,540332134400,519874998272,11728650240,503311351808
1711662874.7167675,540332134400,519858221056,11745427456,503294574592
1711662874.7269514,540332134400,519839346688,11764301824,503275700224
1711662874.737186,540332134400,519820472320,11783176192,503256825856
1711662874.7473218,540332134400,519903584256,11700064256,503339937792
1711662874.7575157,540332134400,519886548992,11717099520,503322902528
1711662874.7676973,540332134400,519871868928,11731779584,503308222464
1711662874.7778957,540332134400,519855964160,11747684352,503292317696
1711662874.7880752,540332134400,519841284096,11762364416,503277637632
1711662874.7982526,540332134400,519824506880,11779141632,503260860416
1711662874.8084302,540332134400,519807729664,11795918848,503244083200
1711662874.8186164,540332134400,519845994496,11757654016,503282348032
1711662874.8288715,540332134400,519792484352,11811115008,503228751872
1711662874.8391356,540332134400,519767158784,11836719104,503199297536
1711662874.8493383,540332134400,519739826176,11863560192,503167836160
1711662874.8595781,540332134400,519712546816,11891118080,503136428032
1711662874.8698068,540332134400,519804260352,11799404544,503228141568
1711662874.8800228,540332134400,519791919104,11811713024,503215558656
1711662874.8902159,540332134400,519781433344,11822198784,503205072896
1711662874.900426,540332134400,519769501696,11834101760,503192715264
1711662874.910615,540332134400,519759015936,11844587520,503182229504
1711662874.9208536,540332134400,519746433024,11857170432,503169646592
1711662874.9310386,540332134400,519735947264,11867656192,503159160832
1711662874.9412658,540332134400,519723364352,11880239104,503146577920
1711662874.9514802,540332134400,519713943552,11889659904,503137157120
1711662874.961689,540332134400,519693778944,11909824512,503116992512
1711662874.9718947,540332134400,519674646528,11928956928,503097860096
1711662874.9821029,540332134400,519655473152,11948130304,503078653952
1711662874.992307,540332134400,519636598784,11967004672,503059779584
1711662875.002485,540332134400,519617724416,11985879040,503040905216
1711662875.0126624,540332134400,519700062208,11903541248,503123243008
1711662875.0228515,540332134400,519683284992,11920318464,503106465792
1711662875.0330336,540332134400,519668604928,11934998528,503091785728
1711662875.043215,540332134400,519651581952,11952033792,503074750464
1711662875.0534058,540332134400,519636901888,11966713856,503060070400
1711662875.0635846,540332134400,519620124672,11983491072,503043293184
1711662875.073765,540332134400,519712624640,11890991104,503135793152
1711662875.0839477,540332134400,519643160576,11960455168,503066329088
1711662875.0941353,540332134400,519589572608,12014043136,503008546816
1711662875.1043565,540332134400,519562641408,12040974336,502981615616
1711662875.1145587,540332134400,519532044288,12071571456,502951018496
1711662875.124766,540332134400,519513522176,12090093568,502932496384
1711662875.1349533,540332134400,519603253248,12000362496,503022227456
1711662875.1451929,540332134400,519590670336,12012945408,503009644544
1711662875.1553786,540332134400,519579926528,12023689216,502998900736
1711662875.165616,540332134400,519567343616,12036272128,502986317824
1711662875.1758525,540332134400,519554760704,12048855040,502973734912
1711662875.1860893,540332134400,519544274944,12059340800,502963249152
1711662875.1963243,540332134400,519531692032,12071923712,502950666240
1711662875.2065587,540332134400,519521206272,12082409472,502940180480
1711662875.2167888,540332134400,519507365888,12096249856,502926340096
