unix_timestamp,total_bytes,available_bytes,used_bytes,free_bytes
1710029772.9618974,540332146688,526672871424,6558310400,523306315776
1710029772.9721985,540332146688,526647599104,6583566336,523281027072
1710029772.9824243,540332146688,526647263232,6583902208,523280691200
1710029772.992623,540332146688,526646747136,6584418304,523280175104
1710029773.0028164,540332146688,526640259072,6590906368,523273687040
1710029773.0129905,540332146688,526634786816,6596378624,523268214784
1710029773.0231464,540332146688,526634786816,6596378624,523268214784
1710029773.0333214,540332146688,526634528768,6596636672,523267956736
1710029773.0434725,540332146688,526634528768,6596636672,523267956736
1710029773.0536392,540332146688,526634278912,6596886528,523267706880
1710029773.0637891,540332146688,526634278912,6596886528,523267706880
1710029773.073978,540332146688,526633938944,6597189632,523267330048
1710029773.0841465,540332146688,526633938944,6597189632,523267330048
1710029773.0943217,540332146688,526633938944,6597189632,523267330048
1710029773.1044865,540332146688,526633938944,6597189632,523267330048
1710029773.1146564,540332146688,526633938944,6597189632,523267330048
1710029773.1248412,540332146688,526633938944,6597189632,523267330048
1710029773.1350148,540332146688,526633938944,6597189632,523267330048
1710029773.1451848,540332146688,526634455040,6596673536,523267846144
1710029773.1553423,540332146688,526634455040,6596673536,523267846144
1710029773.1655326,540332146688,526634455040,6596673536,523267846144
1710029773.175703,540332146688,526634455040,6596673536,523267846144
1710029773.1858966,540332146688,526634455040,6596673536,523267846144
1710029773.1960618,540332146688,526634455040,6596673536,523267846144
1710029773.206247,540332146688,526634455040,6596673536,523267846144
1710029773.2164345,540332146688,526634455040,6596673536,523267846144
1710029773.2266212,540332146688,526634455040,6596673536,523267846144
1710029773.2368019,540332146688,526634455040,6596673536,523267846144
1710029773.2469854,540332146688,526634713088,6596415488,523268104192
1710029773.2571676,540332146688,526634242048,6596849664,523267616768
1710029773.2673447,540332146688,526634242048,6596849664,523267616768
1710029773.277526,540332146688,526634246144,6596841472,523267616768
1710029773.2876856,540332146688,526634246144,6596841472,523267616768
1710029773.2978683,540332146688,526634246144,6596841472,523267616768
1710029773.3080294,540332146688,526634246144,6596841472,523267616768
1710029773.3182082,540332146688,526634246144,6596841472,523267616768
1710029773.3283691,540332146688,526634246144,6596841472,523267616768
1710029773.3385491,540332146688,526634246144,6596841472,523267616768
1710029773.3487277,540332146688,526634246144,6596841472,523267616768
1710029773.3589082,540332146688,526633988096,6597099520,523267358720
1710029773.369093,540332146688,526633988096,6597099520,523267358720
1710029773.3792753,540332146688,526634766336,6596321280,523268136960
1710029773.3894572,540332146688,526634504192,6596579328,523267870720
1710029773.3996384,540332146688,526634504192,6596579328,523267870720
1710029773.4098213,540332146688,526634504192,6596579328,523267870720
1710029773.4199865,540332146688,526634504192,6596579328,523267870720
1710029773.4301646,540332146688,526634504192,6596579328,523267870720
1710029773.4403226,540332146688,526634504192,6596579328,523267870720
1710029773.4504983,540332146688,526634504192,6596579328,523267870720
1710029773.4606633,540332146688,526634504192,6596579328,523267870720
1710029773.4708428,540332146688,526634655744,6596427776,523268022272
1710029773.481026,540332146688,526634655744,6596427776,523268022272
1710029773.4911847,540332146688,526634655744,6596427776,523268022272
1710029773.5013645,540332146688,526634913792,6596169728,523268280320
1710029773.5115285,540332146688,526634913792,6596169728,523268280320
1710029773.521755,540332146688,526634913792,6596169728,523268280320
1710029773.53195,540332146688,526634913792,6596169728,523268280320
1710029773.5421731,540332146688,526634913792,6596169728,523268280320
1710029773.5523918,540332146688,526635077632,6596005888,523268444160
1710029773.5626109,540332146688,526635077632,6596005888,523268444160
1710029773.5728292,540332146688,526635077632,6596005888,523268444160
1710029773.5830293,540332146688,526635360256,6595723264,523268726784
1710029773.5932434,540332146688,526635360256,6595723264,523268726784
1710029773.60344,540332146688,526635360256,6595723264,523268726784
1710029773.6136544,540332146688,526635704320,6595379200,523269070848
1710029773.6238499,540332146688,526635704320,6595379200,523269070848
1710029773.6340632,540332146688,526635704320,6595379200,523269070848
1710029773.644282,540332146688,526635704320,6595379200,523269070848
1710029773.6544993,540332146688,526635188224,6595895296,523268554752
