executor,connector,submission_method,task_chain_length,task_data_bytes,task_overhead_fraction,task_sleep,task_timestamps,workflow_makespan_ms
DaskExecutor,RedisConnector,sequential,8,10000000,0.0,1.0,1709934502.184063-1709934502.1879122-1709934502.1879306-1709934502.2053404-1709934503.1889553-1709934503.217259-1709934503.229813:1709934503.2309015-1709934503.233915-1709934503.2339373-1709934503.2519872-1709934504.2349696-1709934504.2624881-1709934504.2679303:1709934504.2684867-1709934504.2713408-1709934504.2713616-1709934504.2851799-1709934505.2723734-1709934505.2989252-1709934505.303579:1709934505.304139-1709934505.3063896-1709934505.3064022-1709934505.3206103-1709934506.3074079-1709934506.334344-1709934506.3391716:1709934506.3398757-1709934506.3424258-1709934506.3424413-1709934506.356971-1709934507.343467-1709934507.369986-1709934507.3744986:1709934507.3750618-1709934507.3773313-1709934507.37735-1709934507.3903162-1709934508.378388-1709934508.4051242-1709934508.409458:1709934508.4101493-1709934508.412577-1709934508.4126003-1709934508.426357-1709934509.413632-1709934509.4394157-1709934509.443911:1709934509.4446526-1709934509.4473867-1709934509.4474118-1709934509.4612267-1709934510.448451-1709934510.474911-1709934510.479506,8339.073925
DaskExecutor,RedisConnector,sequential,8,10000000,0.0,1.0,1709934510.5174642-1709934510.5202591-1709934510.520285-1709934510.5346892-1709934511.5212843-1709934511.547588-1709934511.5514584:1709934511.5520573-1709934511.5542839-1709934511.5543015-1709934511.5713725-1709934512.5553322-1709934512.5821435-1709934512.5882218:1709934512.5888047-1709934512.591663-1709934512.5916874-1709934512.6061633-1709934513.5927086-1709934513.6188848-1709934513.6229835:1709934513.6241302-1709934513.6261218-1709934513.626148-1709934513.6403515-1709934514.6271832-1709934514.6543775-1709934514.6587954:1709934514.6599178-1709934514.6618166-1709934514.6618314-1709934514.675597-1709934515.6628191-1709934515.688782-1709934515.6932414:1709934515.6942017-1709934515.6963289-1709934515.6963437-1709934515.7307935-1709934516.6973596-1709934516.724209-1709934516.7282107:1709934516.7289057-1709934516.7312384-1709934516.7312648-1709934516.7708066-1709934517.7322564-1709934517.7584107-1709934517.7624347:1709934517.7633371-1709934517.7656474-1709934517.7656746-1709934517.7819638-1709934518.7667048-1709934518.7933161-1709934518.7973611,8315.124663
DaskExecutor,RedisConnector,sequential,8,10000000,0.0,1.0,1709934518.8310466-1709934518.833393-1709934518.833408-1709934518.8479285-1709934519.8344414-1709934519.8608203-1709934519.8653555:1709934519.8663557-1709934519.8687608-1709934519.8687792-1709934519.8824062-1709934520.869812-1709934520.8965461-1709934520.900922:1709934520.9015872-1709934520.9042363-1709934520.9042563-1709934520.9183667-1709934521.9052887-1709934521.9318879-1709934521.9363105:1709934521.937329-1709934521.939959-1709934521.9399734-1709934521.954231-1709934522.9410062-1709934522.967579-1709934522.9720252:1709934522.972711-1709934522.975163-1709934522.975185-1709934522.9893367-1709934523.9762053-1709934524.0023725-1709934524.0064309:1709934524.0074527-1709934524.009432-1709934524.0094507-1709934524.0229197-1709934525.0104842-1709934525.0369277-1709934525.04094:1709934525.0419395-1709934525.0442767-1709934525.044294-1709934525.057883-1709934526.0453289-1709934526.071657-1709934526.0761306:1709934526.0771177-1709934526.079359-1709934526.0793762-1709934526.0934377-1709934527.080394-1709934527.1070688-1709934527.1117315,8314.624947
DaskExecutor,RedisConnector,sequential,8,10000000,0.0,1.0,1709934527.1469424-1709934527.149086-1709934527.1490996-1709934527.165402-1709934528.1501322-1709934528.1759427-1709934528.180003:1709934528.1806653-1709934528.182736-1709934528.1827567-1709934528.1995516-1709934529.1828296-1709934529.2096531-1709934529.2140007:1709934529.2150064-1709934529.2171285-1709934529.2171543-1709934529.2306473-1709934530.2181897-1709934530.2443743-1709934530.2482128:1709934530.249039-1709934530.2516243-1709934530.2516427-1709934530.2673802-1709934531.252676-1709934531.2791848-1709934531.2838337:1709934531.284516-1709934531.2870076-1709934531.2870276-1709934531.3003087-1709934532.2880452-1709934532.3143194-1709934532.3183181:1709934532.3190384-1709934532.3212674-1709934532.3212798-1709934532.3359566-1709934533.3223147-1709934533.3492424-1709934533.353638:1709934533.3543234-1709934533.3565814-1709934533.3566062-1709934533.370739-1709934534.3576386-1709934534.3846486-1709934534.388575:1709934534.3894277-1709934534.3915312-1709934534.3915503-1709934534.405137-1709934535.392568-1709934535.4186692-1709934535.4235535,8311.595923
DaskExecutor,RedisConnector,sequential,8,10000000,0.0,1.0,1709934535.4582622-1709934535.461333-1709934535.4613523-1709934535.4756916-1709934536.4623926-1709934536.4889827-1709934536.4936082:1709934536.49428-1709934536.4966748-1709934536.4966881-1709934536.5102224-1709934537.4977248-1709934537.5236073-1709934537.5277088:1709934537.5285192-1709934537.530797-1709934537.5308225-1709934537.5451121-1709934538.5318563-1709934538.5580077-1709934538.561798:1709934538.5628939-1709934538.5649333-1709934538.564952-1709934538.5786211-1709934539.565985-1709934539.5916271-1709934539.5959654:1709934539.5967033-1709934539.5992937-1709934539.5993078-1709934539.6131573-1709934540.6003249-1709934540.6259198-1709934540.6303551:1709934540.631082-1709934540.6335583-1709934540.633584-1709934540.6498091-1709934541.6345897-1709934541.6602337-1709934541.6646805:1709934541.665386-1709934541.6679792-1709934541.6679986-1709934541.6837792-1709934542.6690304-1709934542.6953368-1709934542.6994803:1709934542.7001476-1709934542.7022607-1709934542.7022824-1709934542.719112-1709934543.702819-1709934543.7289214-1709934543.7333963,8308.139341
DaskExecutor,RedisConnector,pipelined,8,10000000,0.0,1.0,1709934543.7685409-1709934543.7754166-1709934543.7754276-1709934543.7882972-1709934544.7764452-1709934544.806558-1709934544.8097882:1709934544.7709281-1709934544.7738476-1709934544.773866-1709934544.8144243-1709934545.7748733-1709934545.8006628-1709934545.8140538:1709934545.7731023-1709934545.7759585-1709934545.775967-1709934545.8135083-1709934546.7769735-1709934546.807956-1709934546.817305:1709934546.7751331-1709934546.7779887-1709934546.7780008-1709934546.8161159-1709934547.7790103-1709934547.805023-1709934547.8211515:1709934547.7768917-1709934547.7797844-1709934547.7797961-1709934547.8173616-1709934548.7808018-1709934548.806448-1709934548.8256528:1709934548.7789125-1709934548.7812126-1709934548.7812304-1709934548.819681-1709934549.7822087-1709934549.8082404-1709934549.8292027:1709934549.780854-1709934549.7835848-1709934549.783599-1709934549.8212664-1709934550.7846062-1709934550.810205-1709934550.8330102:1709934550.7833633-1709934550.7861516-1709934550.7861643-1709934550.8225875-1709934551.7868202-1709934551.8130424-1709934551.8376052,8094.496586
DaskExecutor,RedisConnector,pipelined,8,10000000,0.0,1.0,1709934551.8625-1709934551.8708098-1709934551.87083-1709934551.8878036-1709934552.871847-1709934552.897798-1709934552.901641:1709934552.8643055-1709934552.866607-1709934552.8666184-1709934552.9133244-1709934553.8676198-1709934553.8933816-1709934553.905301:1709934553.8663676-1709934553.8685167-1709934553.868528-1709934553.908406-1709934554.8695357-1709934554.8960257-1709934554.9084847:1709934554.868624-1709934554.871427-1709934554.8714406-1709934554.9092681-1709934555.872449-1709934555.8983624-1709934555.9127297:1709934555.8709466-1709934555.873859-1709934555.873872-1709934555.9109752-1709934556.874881-1709934556.9062035-1709934556.916665:1709934556.8730946-1709934556.875757-1709934556.8757687-1709934556.9133973-1709934557.8767772-1709934557.902648-1709934557.920572:1709934557.8753285-1709934557.8780057-1709934557.878019-1709934557.915566-1709934558.8790276-1709934558.9052365-1709934558.9250724:1709934558.8776302-1709934558.8807406-1709934558.8807538-1709934558.9185338-1709934559.8817606-1709934559.9077716-1709934559.9287279,8090.663617
DaskExecutor,RedisConnector,pipelined,8,10000000,0.0,1.0,1709934559.953938-1709934559.9561777-1709934559.9561887-1709934559.9694164-1709934560.957321-1709934560.9879384-1709934560.991451:1709934560.9562213-1709934560.9585376-1709934560.9585488-1709934560.9951355-1709934561.9595594-1709934561.9923985-1709934561.9958704:1709934561.958594-1709934561.9614518-1709934561.9614646-1709934562.0008094-1709934562.9624724-1709934562.9956636-1709934563.0001109:1709934562.9604037-1709934562.9628894-1709934562.9629068-1709934563.003623-1709934563.9639142-1709934563.9903724-1709934564.0043561:1709934563.9624586-1709934563.9651058-1709934563.9651234-1709934564.0026438-1709934564.9661343-1709934564.996858-1709934565.0079796:1709934564.9644504-1709934564.9671793-1709934564.9671915-1709934565.0043297-1709934565.9682016-1709934565.994728-1709934566.0117369:1709934565.9666307-1709934565.9693694-1709934565.9693837-1709934566.007042-1709934566.9703913-1709934566.9963896-1709934567.016059:1709934566.9692457-1709934566.9713364-1709934566.9713495-1709934567.008727-1709934567.9723501-1709934567.9993138-1709934568.0198286,8090.598734
DaskExecutor,RedisConnector,pipelined,8,10000000,0.0,1.0,1709934568.0451753-1709934568.04758-1709934568.047595-1709934568.060169-1709934569.0486157-1709934569.074972-1709934569.0779912:1709934569.0471466-1709934569.0495467-1709934569.0495622-1709934569.0874171-1709934570.0505736-1709934570.0775483-1709934570.0823917:1709934570.0490847-1709934570.0518177-1709934570.0518286-1709934570.090808-1709934571.0528345-1709934571.0786304-1709934571.0862124:1709934571.051098-1709934571.0534256-1709934571.0534415-1709934571.0919025-1709934572.05445-1709934572.080719-1709934572.0896797:1709934572.053367-1709934572.0560055-1709934572.0560157-1709934572.097066-1709934573.0570228-1709934573.090226-1709934573.0937505:1709934573.055568-1709934573.057906-1709934573.0579207-1709934573.0987494-1709934574.0589275-1709934574.0855117-1709934574.097485:1709934574.0575545-1709934574.0598955-1709934574.0599055-1709934574.0982907-1709934575.0609014-1709934575.0912862-1709934575.1012425:1709934575.059814-1709934575.0621161-1709934575.0621283-1709934575.098588-1709934576.0631387-1709934576.0896487-1709934576.105598,8085.326753
DaskExecutor,RedisConnector,pipelined,8,10000000,0.0,1.0,1709934576.1314874-1709934576.1338623-1709934576.133877-1709934576.1487722-1709934577.134909-1709934577.1616018-1709934577.165012:1709934577.133683-1709934577.1360025-1709934577.1360135-1709934577.1742053-1709934578.1370218-1709934578.1635504-1709934578.1683674:1709934578.1360548-1709934578.1404119-1709934578.1404235-1709934578.1769736-1709934579.1414323-1709934579.1668978-1709934579.1717136:1709934579.1390736-1709934579.1425312-1709934579.1425412-1709934579.1796503-1709934580.1435494-1709934580.1739116-1709934580.1770265:1709934580.14106-1709934580.1435838-1709934580.1435986-1709934580.181832-1709934581.1446133-1709934581.1746533-1709934581.1802692:1709934581.1430435-1709934581.147463-1709934581.147473-1709934581.1822927-1709934582.1484847-1709934582.1748137-1709934582.1842613:1709934582.1449842-1709934582.148384-1709934582.1483982-1709934582.1896205-1709934583.1494026-1709934583.1821058-1709934583.187843:1709934583.1468637-1709934583.1493468-1709934583.1493618-1709934583.1905804-1709934584.150368-1709934584.176783-1709934584.1917405,8085.595642
