name,thread_id,task,start,end,duration,colour,norm_start
globus-compute-proxystore,156297,individuals,1712086158.1216567,1712086177.6543148,19.532659138998497,,3.3725337982177734
globus-compute-proxystore,156307,individuals,1712086158.0714612,1712086177.6082046,19.536744736999026,,3.322338342666626
globus-compute-proxystore,156308,individuals,1712086158.109889,1712086177.3618994,19.252011507000134,,3.3607661724090576
globus-compute-proxystore,156306,individuals,1712086157.93516,1712086177.9120612,19.97690285200042,,3.186037063598633
globus-compute-proxystore,156300,individuals,1712086157.8088648,1712086177.3123455,19.503482174000965,,3.059741973876953
globus-compute-proxystore,156305,individuals,1712086158.0829797,1712086178.0410764,19.95809765499871,,3.3338568210601807
globus-compute-proxystore,156292,individuals,1712086158.3151872,1712086176.983461,18.668275371999698,,3.5660643577575684
globus-compute-proxystore,156311,individuals,1712086158.2456896,1712086179.9677455,21.72205813399887,,3.4965667724609375
globus-compute-proxystore,156309,individuals,1712086158.0673783,1712086176.6954205,18.62804354400032,,3.3182554244995117
globus-compute-proxystore,156294,individuals,1712086157.935397,1712086177.6839259,19.748530036999,,3.1862740516662598
globus-compute-proxystore,156317,individuals,1712086158.1453686,1712086177.708351,19.562983362000523,,3.3962457180023193
globus-compute-proxystore,156318,individuals,1712086158.1177306,1712086176.5223856,18.404656171998795,,3.368607759475708
globus-compute-proxystore,156316,individuals,1712086158.0478077,1712086177.8202348,19.772428378000768,,3.29868483543396
globus-compute-proxystore,156320,individuals,1712086158.0547957,1712086177.3378851,19.283091240999056,,3.3056728839874268
globus-compute-proxystore,156295,individuals,1712086158.225631,1712086177.8516362,19.626006607000818,,3.476508140563965
globus-compute-proxystore,156324,individuals,1712086158.187384,1712086181.7800493,23.592667090999385,,3.438261032104492
globus-compute-proxystore,156303,individuals,1712086158.131421,1712086177.081828,18.950408419001178,,3.382298231124878
globus-compute-proxystore,156328,individuals,1712086158.162302,1712086178.2853625,20.123061317000975,,3.4131791591644287
globus-compute-proxystore,156302,individuals,1712086158.2719615,1712086179.3558297,21.083869441999923,,3.522838592529297
globus-compute-proxystore,156293,individuals,1712086158.2322862,1712086177.666491,19.434206303998508,,3.483163356781006
globus-compute-proxystore,156329,individuals,1712086158.201408,1712086177.6892576,19.48785075900014,,3.452285051345825
globus-compute-proxystore,156301,individuals,1712086158.167513,1712086177.6724238,19.504912136000712,,3.4183900356292725
globus-compute-proxystore,156291,individuals,1712086158.2799313,1712086177.8011785,19.521248086000924,,3.530808448791504
globus-compute-proxystore,156299,individuals,1712086158.1551273,1712086177.3505173,19.19539156999963,,3.4060044288635254
globus-compute-proxystore,156304,individuals,1712086158.3091283,1712086178.2659507,19.956823546999658,,3.5600054264068604
globus-compute-proxystore,156336,individuals,1712086158.2542083,1712086178.1505775,19.896370788999775,,3.5050854682922363
globus-compute-proxystore,156322,individuals,1712086158.0359263,1712086176.749707,18.713781724,,3.2868034839630127
globus-compute-proxystore,156340,individuals,1712086158.2369683,1712086179.3471098,21.110142843001086,,3.4878454208374023
globus-compute-proxystore,156330,individuals,1712086158.2381463,1712086177.1641986,18.92605363000075,,3.489023447036743
globus-compute-proxystore,156298,individuals,1712086158.273398,1712086178.7937658,20.52036894699995,,3.524275064468384
globus-compute-proxystore,156335,individuals,1712086158.2217321,1712086178.5640934,20.342362409999623,,3.472609281539917
globus-compute-proxystore,156338,individuals,1712086158.2163053,1712086179.3618877,21.145584034999047,,3.4671823978424072
globus-compute-proxystore,156337,individuals,1712086158.489956,1712086179.4765363,20.986581899998782,,3.740833044052124
globus-compute-proxystore,156296,individuals,1712086158.216662,1712086178.6110826,20.394421654000325,,3.467539072036743
