executor,connector,submission_method,task_chain_length,task_data_bytes,task_overhead_fraction,task_sleep,task_timestamps,workflow_makespan_ms
DaskExecutor,RedisConnector,sequential,8,10000000,0.1,1.0,1710185815.2509701-1710185815.2532551-1710185815.3534167-1710185815.3675568-1710185816.2543516-1710185816.2811348-1710185816.285642:1710185816.28676-1710185816.2891681-1710185816.389317-1710185816.4024363-1710185817.2902515-1710185817.316753-1710185817.3215477:1710185817.3225183-1710185817.3247917-1710185817.4249456-1710185817.4379394-1710185818.3258812-1710185818.3522196-1710185818.3561106:1710185818.3569295-1710185818.3591344-1710185818.4592953-1710185818.4722064-1710185819.360236-1710185819.386504-1710185819.390977:1710185819.3919818-1710185819.3938131-1710185819.4939687-1710185819.5097656-1710185820.3948898-1710185820.4207559-1710185820.4254837:1710185820.4263115-1710185820.428708-1710185820.5288734-1710185820.5450168-1710185821.4297917-1710185821.455953-1710185821.460258:1710185821.4611402-1710185821.4632776-1710185821.5634348-1710185821.5762262-1710185822.4643679-1710185822.490873-1710185822.4947858:1710185822.4957597-1710185822.4976575-1710185822.5978124-1710185822.6107025-1710185823.4987645-1710185823.5249898-1710185823.52929,8309.735154
DaskExecutor,RedisConnector,sequential,8,10000000,0.1,1.0,1710185823.5613806-1710185823.564256-1710185823.6644053-1710185823.677488-1710185824.5653365-1710185824.5915763-1710185824.5953012:1710185824.5962768-1710185824.5986757-1710185824.698827-1710185824.7116983-1710185825.5997612-1710185825.6261678-1710185825.6303554:1710185825.631044-1710185825.633181-1710185825.7333217-1710185825.7462287-1710185826.6342564-1710185826.6602178-1710185826.66473:1710185826.6656744-1710185826.6674237-1710185826.7675607-1710185826.7805588-1710185827.6684973-1710185827.6947174-1710185827.6990776:1710185827.6998744-1710185827.70198-1710185827.8021164-1710185827.814997-1710185828.703037-1710185828.7292206-1710185828.733377:1710185828.734205-1710185828.7361836-1710185828.8363352-1710185828.8502028-1710185829.7372754-1710185829.7636247-1710185829.7684393:1710185829.7691092-1710185829.7712796-1710185829.8714159-1710185829.8866882-1710185830.7723536-1710185830.7983851-1710185830.8025875:1710185830.803599-1710185830.8054252-1710185830.9055796-1710185830.9213333-1710185831.805865-1710185831.832774-1710185831.837266,8307.495635
DaskExecutor,RedisConnector,sequential,8,10000000,0.1,1.0,1710185831.8699849-1710185831.8723066-1710185831.9724433-1710185831.9877627-1710185832.873372-1710185832.8988764-1710185832.9034:1710185832.9041364-1710185832.906442-1710185833.0065858-1710185833.0221097-1710185833.9075177-1710185833.934169-1710185833.93844:1710185833.9392467-1710185833.9412694-1710185834.0414183-1710185834.0569-1710185834.9423532-1710185834.9681726-1710185834.972851:1710185834.9736128-1710185834.9760032-1710185835.0761285-1710185835.0922499-1710185835.9770691-1710185836.0033324-1710185836.0073361:1710185836.0081487-1710185836.0103056-1710185836.1104445-1710185836.1228566-1710185837.0113802-1710185837.037112-1710185837.04129:1710185837.0419672-1710185837.0439634-1710185837.144105-1710185837.1575203-1710185838.0450392-1710185838.0713143-1710185838.0754716:1710185838.0764155-1710185838.078152-1710185838.1782885-1710185838.1907763-1710185839.0792239-1710185839.1050372-1710185839.109439:1710185839.1105223-1710185839.1126432-1710185839.2127821-1710185839.2263541-1710185840.1137207-1710185840.1405158-1710185840.144995,8307.124011
DaskExecutor,RedisConnector,pipelined,8,10000000,0.1,1.0,1710185840.1790025-1710185840.1811647-1710185840.281301-1710185840.2943437-1710185841.182226-1710185841.2083197-1710185841.2120457:1710185841.0811727-1710185841.083176-1710185841.1833167-1710185841.2215044-1710185842.0842147-1710185842.1145837-1710185842.117338:1710185841.9833612-1710185841.985689-1710185842.0858495-1710185842.123728-1710185842.9867556-1710185843.012216-1710185843.0201752:1710185842.8855798-1710185842.8878143-1710185842.9879382-1710185843.025293-1710185843.8887694-1710185843.9223084-1710185843.9252374:1710185843.7877054-1710185843.790088-1710185843.8902187-1710185843.930078-1710185844.79111-1710185844.8242333-1710185844.8284545:1710185844.6896262-1710185844.691985-1710185844.7921214-1710185844.8329134-1710185845.692978-1710185845.7246044-1710185845.7314267:1710185845.5917225-1710185845.5942585-1710185845.6944106-1710185845.7323017-1710185846.595297-1710185846.6254532-1710185846.6347861:1710185846.4934123-1710185846.4958644-1710185846.5960007-1710185846.6330435-1710185847.4968858-1710185847.523972-1710185847.5389128,7384.162839
DaskExecutor,RedisConnector,pipelined,8,10000000,0.1,1.0,1710185847.5639882-1710185847.5661461-1710185847.6662867-1710185847.67924-1710185848.567213-1710185848.5927231-1710185848.595948:1710185848.4660797-1710185848.4686174-1710185848.5687652-1710185848.6063585-1710185849.4696617-1710185849.4958613-1710185849.5002327:1710185849.368265-1710185849.370982-1710185849.4711175-1710185849.5103416-1710185850.3720095-1710185850.3981664-1710185850.4034603:1710185850.2703047-1710185850.272494-1710185850.3726466-1710185850.4149053-1710185851.2735398-1710185851.3047206-1710185851.30812:1710185851.1720905-1710185851.1746233-1710185851.2747664-1710185851.3126204-1710185852.175667-1710185852.206056-1710185852.2117548:1710185852.07374-1710185852.0757477-1710185852.175893-1710185852.2138371-1710185853.0767956-1710185853.107647-1710185853.1148024:1710185852.9753914-1710185852.978073-1710185853.0782251-1710185853.1152184-1710185853.9790518-1710185854.0047758-1710185854.0178428:1710185853.8774893-1710185853.8803544-1710185853.9804797-1710185854.0176775-1710185854.881372-1710185854.908067-1710185854.9209275,7381.477874
DaskExecutor,RedisConnector,pipelined,8,10000000,0.1,1.0,1710185854.9463148-1710185854.9490237-1710185855.049148-1710185855.0620215-1710185855.9500656-1710185855.9827957-1710185855.9869435:1710185855.8484244-1710185855.8510978-1710185855.95123-1710185855.990495-1710185856.8521152-1710185856.8832018-1710185856.8910656:1710185856.75078-1710185856.753346-1710185856.8534968-1710185856.8909466-1710185857.7543957-1710185857.7880685-1710185857.7948463:1710185857.6532722-1710185857.6556382-1710185857.7557786-1710185857.7964118-1710185858.6566792-1710185858.6831436-1710185858.6991024:1710185858.554853-1710185858.5576344-1710185858.657771-1710185858.6977577-1710185859.5586727-1710185859.5919614-1710185859.6031344:1710185859.45649-1710185859.4589007-1710185859.5590515-1710185859.599895-1710185860.4599597-1710185860.4865496-1710185860.5072596:1710185860.358492-1710185860.36143-1710185860.4615805-1710185860.4986477-1710185861.3624809-1710185861.3888228-1710185861.411626:1710185861.2606921-1710185861.263239-1710185861.363391-1710185861.4014406-1710185862.2642667-1710185862.2921898-1710185862.3158743,7394.46172
DaskExecutor,RedisConnector,pipelined,8,10000000,0.1,1.0,1710185862.3418744-1710185862.3445005-1710185862.444649-1710185862.4579985-1710185863.3455732-1710185863.371809-1710185863.3755856:1710185863.2436302-1710185863.246214-1710185863.3463519-1710185863.3842418-1710185864.2472641-1710185864.2815228-1710185864.2850847:1710185864.1453567-1710185864.147634-1710185864.2477791-1710185864.2888124-1710185865.1486807-1710185865.1820872-1710185865.1887133:1710185865.0476477-1710185865.050199-1710185865.150336-1710185865.1899717-1710185866.051228-1710185866.0820687-1710185866.0922043:1710185865.9496477-1710185865.9524825-1710185866.0526085-1710185866.0891304-1710185866.9535232-1710185866.9791343-1710185866.9958014:1710185866.851207-1710185866.8537269-1710185866.953848-1710185866.991664-1710185867.8547363-1710185867.88118-1710185867.899786:1710185867.7532222-1710185867.7559419-1710185867.8560944-1710185867.8929994-1710185868.7570066-1710185868.7878733-1710185868.8040001:1710185868.65493-1710185868.6575983-1710185868.757733-1710185868.7960145-1710185869.6586072-1710185869.6848931-1710185869.7074077,7391.115385
DaskExecutor,RedisConnector,pipelined,8,10000000,0.1,1.0,1710185869.7314749-1710185869.74064-1710185869.840794-1710185869.8567765-1710185870.7417107-1710185870.7742782-1710185870.7788022:1710185870.6337225-1710185870.6358564-1710185870.7359955-1710185870.7826319-1710185871.636838-1710185871.6674101-1710185871.6827896:1710185871.535965-1710185871.538415-1710185871.6385496-1710185871.6759984-1710185872.5394447-1710185872.5661497-1710185872.586963:1710185872.4381802-1710185872.4407303-1710185872.5408661-1710185872.5792198-1710185873.4417565-1710185873.4684005-1710185873.4911292:1710185873.340329-1710185873.3428903-1710185873.4430249-1710185873.4806802-1710185874.3439069-1710185874.369941-1710185874.3954854:1710185874.2425468-1710185874.2451696-1710185874.3453236-1710185874.3826551-1710185875.246161-1710185875.272556-1710185875.299445:1710185875.1447363-1710185875.147341-1710185875.247474-1710185875.2848938-1710185876.1483781-1710185876.1745248-1710185876.2035346:1710185876.046711-1710185876.0494864-1710185876.1496232-1710185876.1875823-1710185877.0505044-1710185877.07665-1710185877.1073086,7399.490665
DaskExecutor,None,no-proxy,8,10000000,0.2,1.0,1710185877.2519064-1710185877.2768416-1710185877.4771304-1710185877.4771338-1710185878.277949-1710185878.2994783-1710185878.3091276:1710185878.4345934-1710185878.4591126-1710185878.659342-1710185878.6593459-1710185879.4601831-1710185879.480907-1710185879.4900556:1710185879.6135488-1710185879.6372144-1710185879.8374426-1710185879.8374465-1710185880.6382809-1710185880.6596358-1710185880.6684785:1710185880.7940226-1710185880.8185856-1710185881.0188203-1710185881.0188227-1710185881.8196354-1710185881.8399591-1710185881.8484662:1710185881.9708366-1710185881.9933133-1710185882.1935275-1710185882.1935308-1710185882.9943504-1710185883.015789-1710185883.0253124:1710185883.1477435-1710185883.1717963-1710185883.3720248-1710185883.3720274-1710185884.1728475-1710185884.1931574-1710185884.201682:1710185884.3241904-1710185884.3479064-1710185884.5481577-1710185884.548161-1710185885.3489912-1710185885.3701322-1710185885.3791766:1710185885.5030859-1710185885.5269957-1710185885.727227-1710185885.7272296-1710185886.5280802-1710185886.5490196-1710185886.5577786,9449.678837
DaskExecutor,None,no-proxy,8,10000000,0.2,1.0,1710185886.7031262-1710185886.727686-1710185886.9279385-1710185886.9279418-1710185887.7287812-1710185887.7497869-1710185887.7589312:1710185887.8847299-1710185887.9076285-1710185888.1078517-1710185888.1078544-1710185888.9086967-1710185888.9295096-1710185888.9381866:1710185889.0626242-1710185889.0846806-1710185889.28491-1710185889.284913-1710185890.0857365-1710185890.1070144-1710185890.1159844:1710185890.2385945-1710185890.262618-1710185890.4628675-1710185890.4628708-1710185891.2637148-1710185891.2846668-1710185891.2938116:1710185891.4163845-1710185891.4400585-1710185891.640306-1710185891.6403093-1710185892.441147-1710185892.4629672-1710185892.4718573:1710185892.5960863-1710185892.6185308-1710185892.818779-1710185892.8187828-1710185893.6196268-1710185893.6403286-1710185893.6493247:1710185893.7719314-1710185893.7961228-1710185893.9964814-1710185893.9964833-1710185894.797311-1710185894.8197155-1710185894.8287716:1710185894.9511747-1710185894.9755228-1710185895.175733-1710185895.1757352-1710185895.9765573-1710185895.9973733-1710185896.006757,9447.970668
DaskExecutor,None,no-proxy,8,10000000,0.2,1.0,1710185896.1503055-1710185896.1747825-1710185896.3750174-1710185896.3750193-1710185897.1758587-1710185897.1974273-1710185897.2065969:1710185897.330394-1710185897.3541806-1710185897.5544019-1710185897.5544052-1710185898.3551433-1710185898.375596-1710185898.38357:1710185898.505342-1710185898.5283551-1710185898.7285895-1710185898.7285933-1710185899.5294416-1710185899.551876-1710185899.5599413:1710185899.6846747-1710185899.7072468-1710185899.9074779-1710185899.90748-1710185900.7083232-1710185900.7292542-1710185900.7376702:1710185900.8618443-1710185900.8847277-1710185901.0849693-1710185901.0849726-1710185901.8859274-1710185901.9076047-1710185901.9170964:1710185902.0393403-1710185902.0631893-1710185902.2634318-1710185902.2634356-1710185903.064183-1710185903.0850546-1710185903.0942664:1710185903.2168624-1710185903.2408502-1710185903.4411001-1710185903.4411035-1710185904.2419496-1710185904.2637966-1710185904.2727435:1710185904.3959534-1710185904.4200354-1710185904.6202753-1710185904.620279-1710185905.4210997-1710185905.4414878-1710185905.4506795,9442.979626
DaskExecutor,None,no-proxy,8,10000000,0.2,1.0,1710185905.5947108-1710185905.6188984-1710185905.819132-1710185905.8191345-1710185906.6199749-1710185906.6418757-1710185906.6511319:1710185906.7769966-1710185906.7992654-1710185906.999566-1710185906.9995687-1710185907.800412-1710185907.821309-1710185907.8295906:1710185907.9528759-1710185907.9766707-1710185908.1769214-1710185908.1769257-1710185908.9777694-1710185908.9993987-1710185909.009218:1710185909.1316874-1710185909.1557212-1710185909.3559623-1710185909.3559668-1710185910.156802-1710185910.1773753-1710185910.1859903:1710185910.3091862-1710185910.3340402-1710185910.534291-1710185910.5342946-1710185911.335112-1710185911.3565035-1710185911.3653474:1710185911.487136-1710185911.5116234-1710185911.711855-1710185911.711857-1710185912.512689-1710185912.5331616-1710185912.5420508:1710185912.6661155-1710185912.688829-1710185912.8890793-1710185912.8890827-1710185913.689915-1710185913.711843-1710185913.7204068:1710185913.84341-1710185913.8679922-1710185914.0682402-1710185914.0682435-1710185914.8690736-1710185914.8903823-1710185914.8989105,9447.205421
DaskExecutor,None,no-proxy,8,10000000,0.2,1.0,1710185915.042715-1710185915.0672607-1710185915.2675087-1710185915.2675126-1710185916.0683606-1710185916.09049-1710185916.0991886:1710185916.2238762-1710185916.248207-1710185916.4484565-1710185916.4484599-1710185917.2493074-1710185917.2698414-1710185917.2785308:1710185917.4027598-1710185917.4259446-1710185917.6261976-1710185917.626201-1710185918.427055-1710185918.449122-1710185918.4583309:1710185918.580778-1710185918.6047225-1710185918.8049648-1710185918.8049684-1710185919.6058056-1710185919.626393-1710185919.6348891:1710185919.7570603-1710185919.7816663-1710185919.9819095-1710185919.9819133-1710185920.782761-1710185920.804537-1710185920.81378:1710185920.9361787-1710185920.959939-1710185921.160147-1710185921.1601496-1710185921.9609754-1710185921.9815652-1710185921.9895892:1710185922.113726-1710185922.136296-1710185922.3367555-1710185922.3367589-1710185923.1376066-1710185923.1600235-1710185923.1690545:1710185923.2929962-1710185923.317733-1710185923.5179808-1710185923.5179849-1710185924.318832-1710185924.3402345-1710185924.3492138,9449.373773
DaskExecutor,RedisConnector,sequential,8,10000000,0.2,1.0,1710185924.3743787-1710185924.377137-1710185924.5773926-1710185924.5925798-1710185925.3782218-1710185925.4053173-1710185925.409738:1710185925.4103677-1710185925.4124718-1710185925.6127205-1710185925.6257756-1710185926.413559-1710185926.4400644-1710185926.4441967:1710185926.4447665-1710185926.4473708-1710185926.6476252-1710185926.6615798-1710185927.4484549-1710185927.4749622-1710185927.4793699:1710185927.4800236-1710185927.482322-1710185927.682577-1710185927.6957784-1710185928.48341-1710185928.5106356-1710185928.5146036:1710185928.5152092-1710185928.517407-1710185928.7176492-1710185928.7312393-1710185929.5184617-1710185929.5451283-1710185929.5499024:1710185929.5506244-1710185929.552548-1710185929.7527764-1710185929.766532-1710185930.5536096-1710185930.580156-1710185930.5841243:1710185930.584786-1710185930.5869684-1710185930.7872093-1710185930.8012416-1710185931.5880394-1710185931.6149333-1710185931.6190963:1710185931.619759-1710185931.6220398-1710185931.8222919-1710185931.8354652-1710185932.623119-1710185932.6494415-1710185932.6534536,8310.874088
DaskExecutor,RedisConnector,sequential,8,10000000,0.2,1.0,1710185932.6861215-1710185932.6886213-1710185932.8888748-1710185932.9023983-1710185933.6896966-1710185933.715566-1710185933.7198677:1710185933.7204278-1710185933.7230074-1710185933.923266-1710185933.936838-1710185934.724086-1710185934.75036-1710185934.7544773:1710185934.7553875-1710185934.757094-1710185934.957381-1710185934.9726691-1710185935.7582145-1710185935.7837186-1710185935.7878737:1710185935.788727-1710185935.7907636-1710185935.9910007-1710185936.008385-1710185936.7918437-1710185936.8187685-1710185936.8228953:1710185936.8234587-1710185936.825876-1710185937.026119-1710185937.0385568-1710185937.826939-1710185937.852559-1710185937.8568876:1710185937.857541-1710185937.859905-1710185938.060158-1710185938.073486-1710185938.8609803-1710185938.8875272-1710185938.8922029:1710185938.8927968-1710185938.8949373-1710185939.095169-1710185939.1081133-1710185939.8959982-1710185939.9221957-1710185939.9263413:1710185939.9269338-1710185939.9289572-1710185940.12921-1710185940.1429238-1710185940.9298494-1710185940.9565768-1710185940.960676,8306.174266
DaskExecutor,RedisConnector,sequential,8,10000000,0.2,1.0,1710185940.9935353-1710185940.99643-1710185941.1968904-1710185941.2106261-1710185941.99772-1710185942.023519-1710185942.0275877:1710185942.0281677-1710185942.0301933-1710185942.230431-1710185942.2431724-1710185943.0312443-1710185943.0583813-1710185943.0627854:1710185943.0634444-1710185943.0656302-1710185943.265972-1710185943.27901-1710185944.0667799-1710185944.0931628-1710185944.0972755:1710185944.0978627-1710185944.0999496-1710185944.3001857-1710185944.3141625-1710185945.1010177-1710185945.1282635-1710185945.1334612:1710185945.1341426-1710185945.1365142-1710185945.3367677-1710185945.3501215-1710185946.1376069-1710185946.1632757-1710185946.1672637:1710185946.167839-1710185946.1701317-1710185946.3703682-1710185946.3831728-1710185947.1711893-1710185947.1976504-1710185947.2019649:1710185947.2025876-1710185947.2047071-1710185947.4049442-1710185947.418069-1710185948.2058077-1710185948.2324004-1710185948.2364037:1710185948.2369685-1710185948.239087-1710185948.4393313-1710185948.4525282-1710185949.240164-1710185949.2664244-1710185949.2704933,8308.52788
DaskExecutor,RedisConnector,sequential,8,10000000,0.2,1.0,1710185949.3029225-1710185949.3058777-1710185949.5061274-1710185949.521451-1710185950.3069606-1710185950.3332798-1710185950.3373537:1710185950.3380532-1710185950.3401155-1710185950.54037-1710185950.556536-1710185951.3411849-1710185951.3675106-1710185951.3719952:1710185951.372558-1710185951.3747394-1710185951.5749648-1710185951.5879357-1710185952.375781-1710185952.4019337-1710185952.4060855:1710185952.4067652-1710185952.4087415-1710185952.609162-1710185952.622872-1710185953.4098437-1710185953.4368682-1710185953.4411407:1710185953.4418118-1710185953.4441981-1710185953.6444361-1710185953.657193-1710185954.4452617-1710185954.4712646-1710185954.4760287:1710185954.476687-1710185954.479179-1710185954.6793966-1710185954.6920574-1710185955.480209-1710185955.5064533-1710185955.5116613:1710185955.5122237-1710185955.5145228-1710185955.7147684-1710185955.7271798-1710185956.515578-1710185956.5417774-1710185956.5461917:1710185956.5468175-1710185956.5491173-1710185956.7493596-1710185956.7626507-1710185957.5501707-1710185957.576541-1710185957.5811398,8309.602312
DaskExecutor,RedisConnector,sequential,8,10000000,0.2,1.0,1710185957.613389-1710185957.615683-1710185957.8159225-1710185957.829447-1710185958.6167605-1710185958.642794-1710185958.647133:1710185958.6477687-1710185958.6497192-1710185958.8499835-1710185958.8632185-1710185959.650777-1710185959.6768863-1710185959.681037:1710185959.6816766-1710185959.6839242-1710185959.8841844-1710185959.8996465-1710185960.6850173-1710185960.711114-1710185960.7150722:1710185960.7156909-1710185960.7180502-1710185960.9182847-1710185960.934122-1710185961.7190988-1710185961.7457948-1710185961.7500896:1710185961.7507207-1710185961.7528603-1710185961.953121-1710185961.9666345-1710185962.7539449-1710185962.7802913-1710185962.7845893:1710185962.785274-1710185962.7873123-1710185962.9875386-1710185963.001109-1710185963.7883549-1710185963.8146875-1710185963.818962:1710185963.8195763-1710185963.8217866-1710185964.0220368-1710185964.0352387-1710185964.822855-1710185964.84848-1710185964.8527145:1710185964.8532865-1710185964.8555932-1710185965.055846-1710185965.0692832-1710185965.856679-1710185965.8827968-1710185965.8870625,8304.985846
DaskExecutor,RedisConnector,pipelined,8,10000000,0.2,1.0,1710185965.920769-1710185965.9234388-1710185966.1236916-1710185966.137648-1710185966.924515-1710185966.9552562-1710185966.9589264:1710185966.7230017-1710185966.725702-1710185966.925933-1710185966.9627442-1710185967.7267485-1710185967.7531922-1710185967.762688:1710185967.5250268-1710185967.5276697-1710185967.7278934-1710185967.7655234-1710185968.5286841-1710185968.5547142-1710185968.5663369:1710185968.326992-1710185968.3292618-1710185968.5295112-1710185968.5679114-1710185969.3302922-1710185969.3560603-1710185969.3699245:1710185969.1287131-1710185969.131355-1710185969.3315802-1710185969.3726597-1710185970.1323752-1710185970.165605-1710185970.173558:1710185969.930848-1710185969.9330783-1710185970.133319-1710185970.1737375-1710185970.934108-1710185970.9652839-1710185970.9771154:1710185970.7329016-1710185970.7351048-1710185970.9353323-1710185970.9724925-1710185971.7361197-1710185971.7669475-1710185971.7805312:1710185971.5349433-1710185971.537974-1710185971.738423-1710185971.77446-1710185972.5392644-1710185972.5654426-1710185972.5840192,6687.874567
DaskExecutor,RedisConnector,pipelined,8,10000000,0.2,1.0,1710185972.6092577-1710185972.6153114-1710185972.8155406-1710185972.8286655-1710185973.6163552-1710185973.6470006-1710185973.6506305:1710185973.411384-1710185973.4137468-1710185973.613997-1710185973.6552317-1710185974.4147828-1710185974.4408727-1710185974.454641:1710185974.2135136-1710185974.215662-1710185974.4158945-1710185974.4564557-1710185975.2166913-1710185975.2431693-1710185975.2587128:1710185975.0155284-1710185975.0181003-1710185975.21833-1710185975.2594104-1710185976.0191178-1710185976.0460012-1710185976.0628953:1710185975.8179157-1710185975.8199463-1710185976.0201771-1710185976.0579264-1710185976.8209815-1710185976.846713-1710185976.8673246:1710185976.6197376-1710185976.6221125-1710185976.8223503-1710185976.8594642-1710185977.6231449-1710185977.6491601-1710185977.671493:1710185977.4219432-1710185977.4249065-1710185977.62514-1710185977.6608717-1710185978.425949-1710185978.4569788-1710185978.476311:1710185978.2235587-1710185978.2256224-1710185978.42587-1710185978.464874-1710185979.2266517-1710185979.252777-1710185979.2803254,6695.893493
DaskExecutor,RedisConnector,pipelined,8,10000000,0.2,1.0,1710185979.3059227-1710185979.3082001-1710185979.5084243-1710185979.5247233-1710185980.3092294-1710185980.342818-1710185980.3464015:1710185980.1081097-1710185980.1108882-1710185980.3111165-1710185980.3505085-1710185981.1119027-1710185981.1386306-1710185981.151024:1710185980.9102063-1710185980.9128296-1710185981.1130662-1710185981.1509886-1710185981.9138517-1710185981.939386-1710185981.9551115:1710185981.7121236-1710185981.714652-1710185981.9148831-1710185981.9518065-1710185982.7156742-1710185982.7473032-1710185982.7587953:1710185982.5138695-1710185982.5161529-1710185982.7165759-1710185982.7547383-1710185983.5173745-1710185983.5434-1710185983.5630279:1710185983.3159819-1710185983.3187146-1710185983.5189443-1710185983.556023-1710185984.3197289-1710185984.3466923-1710185984.3668303:1710185984.1180987-1710185984.1206832-1710185984.3209321-1710185984.3609738-1710185985.1216934-1710185985.1474679-1710185985.1708791:1710185984.9201005-1710185984.9228163-1710185985.1230512-1710185985.1624656-1710185985.923856-1710185985.9505408-1710185985.974754,6694.014981
DaskExecutor,RedisConnector,pipelined,8,10000000,0.2,1.0,1710185986.0003047-1710185986.006973-1710185986.2072103-1710185986.2200181-1710185987.008024-1710185987.0341535-1710185987.0370743:1710185986.8023036-1710185986.804654-1710185987.0049014-1710185987.0471706-1710185987.8057-1710185987.8368523-1710185987.840641:1710185987.6043189-1710185987.606807-1710185987.8070428-1710185987.8443477-1710185988.607851-1710185988.6382306-1710185988.643874:1710185988.406302-1710185988.4086826-1710185988.6089246-1710185988.6461077-1710185989.4097252-1710185989.4361022-1710185989.4472864:1710185989.2082565-1710185989.211093-1710185989.4113045-1710185989.4506285-1710185990.2121081-1710185990.2451446-1710185990.250337:1710185990.0100868-1710185990.0133772-1710185990.213629-1710185990.2529233-1710185991.0144148-1710185991.041325-1710185991.0540466:1710185990.8116848-1710185990.814128-1710185991.014375-1710185991.053656-1710185991.8151886-1710185991.8460279-1710185991.857158:1710185991.61377-1710185991.616173-1710185991.816413-1710185991.8532279-1710185992.6172209-1710185992.64408-1710185992.6612825,6686.032931
DaskExecutor,RedisConnector,pipelined,8,10000000,0.2,1.0,1710185992.687355-1710185992.6898284-1710185992.8900836-1710185992.9031668-1710185993.6909046-1710185993.721055-1710185993.7248108:1710185993.4892843-1710185993.4914868-1710185993.691722-1710185993.7286918-1710185994.4925232-1710185994.518705-1710185994.5283995:1710185994.2912302-1710185994.293726-1710185994.4939566-1710185994.5343003-1710185995.294765-1710185995.3278532-1710185995.331925:1710185995.0932388-1710185995.0952218-1710185995.295458-1710185995.3371038-1710185996.096259-1710185996.1277747-1710185996.1350446:1710185995.8949559-1710185995.8979044-1710185996.0981247-1710185996.1351662-1710185996.8989213-1710185996.9295835-1710185996.9381268:1710185996.696934-1710185996.6989043-1710185996.8991196-1710185996.937442-1710185997.6999102-1710185997.72663-1710185997.7413137:1710185997.4983993-1710185997.5006661-1710185997.7009122-1710185997.7388713-1710185998.501725-1710185998.532619-1710185998.5451794:1710185998.3000224-1710185998.3025634-1710185998.502796-1710185998.5401917-1710185999.3035219-1710185999.3294907-1710185999.3491201,6687.137167
DaskExecutor,None,no-proxy,8,10000000,0.3,1.0,1710185999.493452-1710185999.5180042-1710185999.8183503-1710185999.8183541-1710186000.519053-1710186000.5404162-1710186000.55297:1710186000.678617-1710186000.7044086-1710186001.004733-1710186001.0047364-1710186001.705476-1710186001.7262852-1710186001.7343912:1710186001.8568692-1710186001.8818944-1710186002.182208-1710186002.1822119-1710186002.8829625-1710186002.9040775-1710186002.9127982:1710186003.0392883-1710186003.0592535-1710186003.3595972-1710186003.3596008-1710186004.0603473-1710186004.080875-1710186004.0893996:1710186004.2117345-1710186004.2348533-1710186004.5351665-1710186004.5351703-1710186005.2359076-1710186005.2573884-1710186005.2658591:1710186005.3881774-1710186005.4132752-1710186005.7136269-1710186005.7136302-1710186006.4143777-1710186006.4348044-1710186006.4425602:1710186006.5650454-1710186006.5874636-1710186006.8878102-1710186006.8878143-1710186007.58856-1710186007.6096823-1710186007.6176248:1710186007.7402294-1710186007.763729-1710186008.0640757-1710186008.064079-1710186008.7648284-1710186008.785943-1710186008.7938893,9443.817793
DaskExecutor,None,no-proxy,8,10000000,0.3,1.0,1710186008.938167-1710186008.9666483-1710186009.267221-1710186009.2672253-1710186009.9679425-1710186009.9892657-1710186009.9985998:1710186010.1236997-1710186010.1469927-1710186010.4473503-1710186010.4473546-1710186011.1480908-1710186011.168962-1710186011.1771176:1710186011.2996452-1710186011.3243399-1710186011.6246917-1710186011.624695-1710186012.3254354-1710186012.347155-1710186012.356206:1710186012.4782388-1710186012.5008204-1710186012.801173-1710186012.8011765-1710186013.5019133-1710186013.5226355-1710186013.5307302:1710186013.6529667-1710186013.6760697-1710186013.9763787-1710186013.976383-1710186014.6771286-1710186014.6986215-1710186014.7076507:1710186014.832573-1710186014.8524501-1710186015.15278-1710186015.1527824-1710186015.853525-1710186015.8741488-1710186015.8823786:1710186016.007672-1710186016.0292168-1710186016.3295643-1710186016.3295681-1710186017.030295-1710186017.0514026-1710186017.0597105:1710186017.182146-1710186017.2057624-1710186017.5061066-1710186017.50611-1710186018.2068508-1710186018.2276058-1710186018.2356503,9440.648342
DaskExecutor,None,no-proxy,8,10000000,0.3,1.0,1710186018.3798742-1710186018.404188-1710186018.7045386-1710186018.704542-1710186019.4052854-1710186019.4262962-1710186019.4350874:1710186019.559347-1710186019.5851648-1710186019.8855133-1710186019.8855174-1710186020.586255-1710186020.6071231-1710186020.6153085:1710186020.7373075-1710186020.762224-1710186021.062579-1710186021.0625827-1710186021.7633233-1710186021.7846327-1710186021.7931535:1710186021.9183247-1710186021.9381235-1710186022.2384703-1710186022.2384741-1710186022.939354-1710186022.960033-1710186022.9681747:1710186023.0905087-1710186023.114051-1710186023.4143796-1710186023.4143834-1710186024.115041-1710186024.136287-1710186024.1451108:1710186024.270289-1710186024.2933712-1710186024.593719-1710186024.5937228-1710186025.2944624-1710186025.3149483-1710186025.3229027:1710186025.4449973-1710186025.4669511-1710186025.7673078-1710186025.7673116-1710186026.468047-1710186026.4893312-1710186026.4976165:1710186026.6216338-1710186026.6443167-1710186026.944643-1710186026.9446468-1710186027.6453774-1710186027.6662974-1710186027.6744826,9437.605374
