executor,connector,submission_method,task_chain_length,task_data_bytes,task_overhead_fraction,task_sleep,task_timestamps,workflow_makespan_ms
DaskExecutor,None,sequential-no-proxy,8,10000000,0.0,1.0,1710296488.9775393-1710296489.1079454-1710296489.1080828-1710296489.1080837-1710296490.1081598-1710296490.1255748-1710296490.1308808:1710296490.130883-1710296490.2479818-1710296490.2480443-1710296490.2480447-1710296491.24811-1710296491.2649755-1710296491.269561:1710296491.269563-1710296491.38447-1710296491.384651-1710296491.3846514-1710296492.3847275-1710296492.402125-1710296492.4064043:1710296492.4064066-1710296492.522055-1710296492.522255-1710296492.5222557-1710296493.5223374-1710296493.5386026-1710296493.5436502:1710296493.543652-1710296493.657176-1710296493.657287-1710296493.6572876-1710296494.6573682-1710296494.6753078-1710296494.6812174:1710296494.68122-1710296494.8018467-1710296494.802102-1710296494.8021028-1710296495.8021672-1710296495.8183262-1710296495.8222306:1710296495.8222325-1710296495.9388804-1710296495.939085-1710296495.9390855-1710296496.9391608-1710296496.9569001-1710296496.9629257:1710296496.9629302-1710296497.0782518-1710296497.078405-1710296497.0784068-1710296498.0784838-1710296498.0957386-1710296498.1011732,9141.224447
DaskExecutor,None,sequential-no-proxy,8,10000000,0.0,1.0,1710296498.1166408-1710296498.23691-1710296498.2370117-1710296498.2370124-1710296499.2370806-1710296499.2541897-1710296499.2585173:1710296499.258519-1710296499.3764098-1710296499.3765383-1710296499.3765392-1710296500.3766112-1710296500.3927407-1710296500.3978972:1710296500.3978984-1710296500.515667-1710296500.515756-1710296500.5157566-1710296501.5158346-1710296501.5333939-1710296501.5375302:1710296501.5375316-1710296501.6566224-1710296501.6568348-1710296501.656836-1710296502.656907-1710296502.673493-1710296502.6789107:1710296502.678912-1710296502.7995539-1710296502.79979-1710296502.7997904-1710296503.799862-1710296503.8172424-1710296503.8214545:1710296503.8214562-1710296503.9373112-1710296503.9374373-1710296503.9374382-1710296504.937514-1710296504.9540226-1710296504.9588742:1710296504.9588757-1710296505.0757692-1710296505.0759604-1710296505.0759614-1710296506.0760312-1710296506.0978143-1710296506.1032112:1710296506.103213-1710296506.221332-1710296506.2214923-1710296506.221493-1710296507.2215607-1710296507.2389073-1710296507.2430649,9141.094932
DaskExecutor,None,sequential-no-proxy,8,10000000,0.0,1.0,1710296507.2604244-1710296507.3850224-1710296507.385096-1710296507.3850965-1710296508.3851702-1710296508.4068656-1710296508.4116936:1710296508.4116952-1710296508.532402-1710296508.5324636-1710296508.5324636-1710296509.532532-1710296509.549098-1710296509.552903:1710296509.5529046-1710296509.66934-1710296509.6694024-1710296509.6694026-1710296510.6694648-1710296510.6866727-1710296510.6904788:1710296510.6904802-1710296510.8049934-1710296510.8050632-1710296510.8050635-1710296511.805124-1710296511.8214028-1710296511.825325:1710296511.8253267-1710296511.9397368-1710296511.9398003-1710296511.9398005-1710296512.9398658-1710296512.9571931-1710296512.9614892:1710296512.9614904-1710296513.077137-1710296513.0771992-1710296513.0771992-1710296514.0772693-1710296514.0938296-1710296514.097854:1710296514.0978556-1710296514.2110372-1710296514.2111003-1710296514.2111006-1710296515.2111661-1710296515.2284577-1710296515.232298:1710296515.2322993-1710296515.347261-1710296515.347325-1710296515.3473253-1710296516.3473876-1710296516.3638492-1710296516.3678687,9124.174353
DaskExecutor,None,sequential-no-proxy,8,10000000,0.0,1.0,1710296516.3836732-1710296516.5008073-1710296516.5008693-1710296516.5008698-1710296517.5009382-1710296517.518352-1710296517.5225625:1710296517.5225644-1710296517.638192-1710296517.6382747-1710296517.638275-1710296518.638347-1710296518.6557274-1710296518.6599348:1710296518.659936-1710296518.7738552-1710296518.7739239-1710296518.773924-1710296519.7739944-1710296519.7917137-1710296519.7959:1710296519.7959015-1710296519.9095843-1710296519.909654-1710296519.9096544-1710296520.9097211-1710296520.9263973-1710296520.93109:1710296520.9310915-1710296521.045326-1710296521.045398-1710296521.045398-1710296522.0454638-1710296522.0628326-1710296522.066903:1710296522.0669043-1710296522.182468-1710296522.1825333-1710296522.182534-1710296523.182594-1710296523.1992707-1710296523.2031462:1710296523.2031474-1710296523.3165145-1710296523.3166006-1710296523.316601-1710296524.3166752-1710296524.3341258-1710296524.338343:1710296524.3383443-1710296524.45361-1710296524.4536734-1710296524.4536738-1710296525.45374-1710296525.4702904-1710296525.474183,9105.857859
DaskExecutor,None,sequential-no-proxy,8,10000000,0.0,1.0,1710296525.4896855-1710296525.6098433-1710296525.6099136-1710296525.6099138-1710296526.6099758-1710296526.6271305-1710296526.63141:1710296526.6314118-1710296526.7464483-1710296526.7465165-1710296526.7465167-1710296527.746582-1710296527.7630453-1710296527.7668955:1710296527.766897-1710296527.8805168-1710296527.8805869-1710296527.880587-1710296528.8806562-1710296528.8982232-1710296528.9024494:1710296528.902451-1710296529.0167851-1710296529.0168645-1710296529.016865-1710296530.016937-1710296530.0333729-1710296530.037323:1710296530.0373242-1710296530.1523416-1710296530.1524165-1710296530.1524167-1710296531.1524837-1710296531.1703455-1710296531.1743288:1710296531.1743305-1710296531.2891674-1710296531.2892363-1710296531.2892365-1710296532.2893035-1710296532.305789-1710296532.3100314:1710296532.3100326-1710296532.4240394-1710296532.4241455-1710296532.4241457-1710296533.4242125-1710296533.4418716-1710296533.4456408:1710296533.445642-1710296533.5602434-1710296533.5603132-1710296533.5603132-1710296534.5603864-1710296534.5767174-1710296534.5808978,9106.024393
DaskExecutor,RedisConnector,sequential-proxy,8,10000000,0.0,1.0,1710296534.6001742-1710296534.601814-1710296534.6018806-1710296534.6164203-1710296535.6019485-1710296535.6250389-1710296535.6271799:1710296535.627181-1710296535.62879-1710296535.6288762-1710296535.6425698-1710296536.6289432-1710296536.650797-1710296536.654926:1710296536.654927-1710296536.6564138-1710296536.65649-1710296536.666515-1710296537.6565692-1710296537.6786878-1710296537.681168:1710296537.681169-1710296537.6827219-1710296537.6827865-1710296537.6960604-1710296538.6828485-1710296538.7041903-1710296538.7063:1710296538.7063012-1710296538.7077935-1710296538.7078607-1710296538.7177477-1710296539.70793-1710296539.7307892-1710296539.732787:1710296539.732788-1710296539.7342467-1710296539.734314-1710296539.7475257-1710296540.7344038-1710296540.7557657-1710296540.7579696:1710296540.7579706-1710296540.759604-1710296540.7596762-1710296540.769395-1710296541.7597423-1710296541.7809274-1710296541.7832947:1710296541.7832973-1710296541.7848055-1710296541.7848806-1710296541.794914-1710296542.7849548-1710296542.8067794-1710296542.8088887,8235.901547
DaskExecutor,RedisConnector,sequential-proxy,8,10000000,0.0,1.0,1710296542.835645-1710296542.8372698-1710296542.8373435-1710296542.8481486-1710296543.8374119-1710296543.859357-1710296543.86173:1710296543.861731-1710296543.8633265-1710296543.8634-1710296543.8733122-1710296544.8634694-1710296544.8846524-1710296544.8869834:1710296544.8869843-1710296544.8886192-1710296544.888694-1710296544.8982213-1710296545.8887627-1710296545.9101813-1710296545.9124095:1710296545.9124107-1710296545.9139915-1710296545.9140694-1710296545.9242225-1710296546.9141357-1710296546.9364018-1710296546.938558:1710296546.9385593-1710296546.9401445-1710296546.9402223-1710296546.9501567-1710296547.9402924-1710296547.9614077-1710296547.9634657:1710296547.9634666-1710296547.965066-1710296547.9651394-1710296547.9745452-1710296548.9652047-1710296548.9868276-1710296548.989054:1710296548.989055-1710296548.990624-1710296548.990692-1710296549.002674-1710296549.9907825-1710296550.0123045-1710296550.014479:1710296550.0144796-1710296550.0160198-1710296550.0160933-1710296550.0289311-1710296551.0161624-1710296551.0374777-1710296551.039598,8229.602637
DaskExecutor,RedisConnector,sequential-proxy,8,10000000,0.0,1.0,1710296551.0665705-1710296551.0681713-1710296551.0682378-1710296551.0792778-1710296552.0683053-1710296552.0896373-1710296552.0916705:1710296552.0916715-1710296552.093198-1710296552.0932717-1710296552.102952-1710296553.0933425-1710296553.114671-1710296553.116633:1710296553.116634-1710296553.118267-1710296553.118333-1710296553.1280997-1710296554.1184168-1710296554.140622-1710296554.1426632:1710296554.1426642-1710296554.1441343-1710296554.1442006-1710296554.1540797-1710296555.1442702-1710296555.1660092-1710296555.1681254:1710296555.1681266-1710296555.169646-1710296555.1697211-1710296555.1796398-1710296556.1697829-1710296556.191713-1710296556.1939015:1710296556.1939025-1710296556.195462-1710296556.195548-1710296556.2054906-1710296557.1956105-1710296557.2171292-1710296557.219453:1710296557.2194545-1710296557.2209318-1710296557.221-1710296557.2308908-1710296558.2210722-1710296558.2426848-1710296558.244704:1710296558.2447047-1710296558.246234-1710296558.2463083-1710296558.256595-1710296559.2463703-1710296559.2683895-1710296559.2703948,8229.297498
DaskExecutor,RedisConnector,sequential-proxy,8,10000000,0.0,1.0,1710296559.295657-1710296559.2973897-1710296559.2974572-1710296559.3107414-1710296560.2975225-1710296560.3187213-1710296560.3208451:1710296560.3208463-1710296560.322357-1710296560.3224256-1710296560.33461-1710296561.3224876-1710296561.3445394-1710296561.3466396:1710296561.3466406-1710296561.3481505-1710296561.3482237-1710296561.358076-1710296562.3483217-1710296562.3696713-1710296562.3720064:1710296562.3720071-1710296562.373585-1710296562.3736517-1710296562.383545-1710296563.373719-1710296563.3959143-1710296563.397999:1710296563.3980002-1710296563.3996153-1710296563.3997152-1710296563.4095783-1710296564.3997786-1710296564.4219599-1710296564.4240413:1710296564.424042-1710296564.425539-1710296564.4256258-1710296564.4355214-1710296565.4257007-1710296565.4472005-1710296565.449265:1710296565.4492662-1710296565.4507778-1710296565.4508455-1710296565.4617665-1710296566.4509113-1710296566.4729886-1710296566.4751408:1710296566.475142-1710296566.4766638-1710296566.4767315-1710296566.486428-1710296567.4768052-1710296567.4983883-1710296567.5004835,8229.364549
DaskExecutor,RedisConnector,sequential-proxy,8,10000000,0.0,1.0,1710296567.525774-1710296567.527347-1710296567.5274143-1710296567.537557-1710296568.5274904-1710296568.5494545-1710296568.551503:1710296568.551504-1710296568.552994-1710296568.5530617-1710296568.563012-1710296569.5531387-1710296569.5742064-1710296569.576337:1710296569.5763378-1710296569.5778608-1710296569.5779276-1710296569.5902858-1710296570.5779922-1710296570.6005335-1710296570.6027746:1710296570.6027756-1710296570.6043007-1710296570.6043687-1710296570.6167045-1710296571.6044388-1710296571.6257024-1710296571.6277282:1710296571.6277292-1710296571.6293745-1710296571.6294408-1710296571.6393929-1710296572.629507-1710296572.6510177-1710296572.6531584:1710296572.6531594-1710296572.6547556-1710296572.6548312-1710296572.6666856-1710296573.654907-1710296573.6763883-1710296573.678762:1710296573.6787639-1710296573.6802623-1710296573.6803362-1710296573.6901722-1710296574.6804264-1710296574.70197-1710296574.7041783:1710296574.7041795-1710296574.7057612-1710296574.705838-1710296574.7158747-1710296575.7059083-1710296575.7283888-1710296575.7306435,8229.91273
