unix_timestamp,total_bytes,available_bytes,used_bytes,free_bytes
1709848417.3375504,16320466944,13189849088,2803863552,12117245952
1709848417.3478465,16320466944,13169475584,2824237056,12096860160
1709848417.3580077,16320466944,13156573184,2837139456,12083957760
1709848417.368166,16320466944,13155540992,2838171648,12082925568
1709848417.3783216,16320466944,13138247680,2855464960,12065632256
1709848417.3884768,16320466944,13125664768,2868047872,12053049344
1709848417.3986204,16320466944,13108887552,2884825088,12036272128
1709848417.408775,16320466944,13095530496,2898161664,12022915072
1709848417.4189134,16320466944,13078753280,2914938880,12006137856
1709848417.4290462,16320466944,13066170368,2927521792,11993554944
1709848417.439182,16320466944,13048102912,2945589248,11975487488
1709848417.4493172,16320466944,13022937088,2970755072,11950321664
1709848417.4594486,16320466944,12997771264,2995920896,11925155840
1709848417.4695835,16320466944,12972605440,3021086720,11899990016
1709848417.4797199,16320466944,12946923520,3046768640,11874308096
1709848417.4898617,16320466944,13026865152,2966827008,11954249728
1709848417.500007,16320466944,13005893632,2987798528,11933278208
1709848417.510165,16320466944,12980727808,3012964352,11908112384
1709848417.5203269,16320466944,12959756288,3033935872,11887140864
1709848417.530474,16320466944,13047029760,2946662400,11974414336
1709848417.540622,16320466944,13013475328,2980216832,11940859904
1709848417.5507627,16320466944,12984115200,3009576960,11911499776
1709848417.5608954,16320466944,12954755072,3038937088,11882139648
1709848417.5710328,16320466944,12909731840,3083960320,11837116416
1709848417.5811763,16320466944,12858474496,3135217664,11785859072
1709848417.5913203,16320466944,12946911232,3046780928,11874295808
1709848417.601459,16320466944,12926783488,3066908672,11854168064
1709848417.611591,16320466944,12904591360,3089100800,11831975936
1709848417.6217213,16320466944,12882399232,3111292928,11809783808
1709848417.631849,16320466944,12860207104,3133485056,11787591680
1709848417.6419685,16320466944,12816322560,3177369600,11743707136
1709848417.652173,16320466944,12760559616,3233132544,11687944192
1709848417.6623812,16320466944,12783644672,3210047488,11711029248
1709848417.6725678,16320466944,12698726400,3294965760,11626110976
1709848417.6827257,16320466944,12710445056,3283247104,11637829632
1709848417.6928933,16320466944,12834136064,3159556096,11761520640
1709848417.7030578,16320466944,12850761728,3142930432,11778146304
1709848417.7132158,16320466944,12850245632,3143446528,11777630208
1709848417.7233531,16320466944,12850245632,3143446528,11777630208
1709848417.7335043,16320466944,12850245632,3143446528,11777630208
1709848417.7436507,16320466944,12850245632,3143446528,11777630208
1709848417.7537994,16320466944,12850245632,3143446528,11777630208
1709848417.763957,16320466944,12850245632,3143446528,11777630208
1709848417.7740946,16320466944,12783136768,3210555392,11710521344
1709848417.784257,16320466944,12716027904,3277664256,11643412480
1709848417.7944303,16320466944,12716027904,3277664256,11643412480
1709848417.8045805,16320466944,12716027904,3277664256,11643412480
1709848417.8147366,16320466944,12716027904,3277664256,11643412480
1709848417.8248837,16320466944,12716027904,3277664256,11643412480
1709848417.8350315,16320466944,12716027904,3277664256,11643412480
1709848417.8451774,16320466944,12850245632,3143446528,11777630208
1709848417.8553054,16320466944,12850245632,3143446528,11777630208
1709848417.8654366,16320466944,12850245632,3143446528,11777630208
1709848417.8755715,16320466944,12850245632,3143446528,11777630208
1709848417.8857012,16320466944,12850245632,3143446528,11777630208
1709848417.895831,16320466944,12850245632,3143446528,11777630208
1709848417.9059613,16320466944,12850245632,3143446528,11777630208
1709848417.9160955,16320466944,12850245632,3143446528,11777630208
1709848417.9262311,16320466944,12850245632,3143446528,11777630208
1709848417.93636,16320466944,12850245632,3143446528,11777630208
1709848417.946489,16320466944,12850245632,3143446528,11777630208
1709848417.9566257,16320466944,12850245632,3143446528,11777630208
1709848417.9667606,16320466944,12850245632,3143446528,11777630208
1709848417.9768863,16320466944,12850245632,3143446528,11777630208
1709848417.9870136,16320466944,12850245632,3143446528,11777630208
1709848417.9971473,16320466944,12850245632,3143446528,11777630208
1709848418.0072749,16320466944,12850245632,3143446528,11777630208
1709848418.0174093,16320466944,12850245632,3143446528,11777630208
1709848418.0275428,16320466944,12850245632,3143446528,11777630208
1709848418.037673,16320466944,12850245632,3143446528,11777630208
1709848418.0478072,16320466944,12850245632,3143446528,11777630208
1709848418.0579512,16320466944,12850245632,3143446528,11777630208
1709848418.0681276,16320466944,12850245632,3143446528,11777630208
1709848418.0782611,16320466944,12850245632,3143446528,11777630208
1709848418.0883925,16320466944,12850245632,3143446528,11777630208
1709848418.0985222,16320466944,12850245632,3143446528,11777630208
1709848418.1086566,16320466944,12850245632,3143446528,11777630208
1709848418.118789,16320466944,12850245632,3143446528,11777630208
1709848418.1289315,16320466944,12850245632,3143446528,11777630208
1709848418.1390636,16320466944,12850245632,3143446528,11777630208
1709848418.1491983,16320466944,12850245632,3143446528,11777630208
1709848418.1593313,16320466944,12850245632,3143446528,11777630208
1709848418.169465,16320466944,12850245632,3143446528,11777630208
1709848418.179597,16320466944,12850245632,3143446528,11777630208
1709848418.1897287,16320466944,12850245632,3143446528,11777630208
1709848418.1998618,16320466944,12850245632,3143446528,11777630208
1709848418.209997,16320466944,12850245632,3143446528,11777630208
1709848418.2201264,16320466944,12850245632,3143446528,11777630208
1709848418.230262,16320466944,12850245632,3143446528,11777630208
1709848418.2403915,16320466944,12850245632,3143446528,11777630208
1709848418.2505257,16320466944,12850245632,3143446528,11777630208
1709848418.2606564,16320466944,12849987584,3143704576,11777372160
1709848418.2707918,16320466944,12849987584,3143704576,11777372160
1709848418.2809315,16320466944,12848439296,3145252864,11775823872
1709848418.2910693,16320466944,12847407104,3146285056,11774791680
1709848418.3012006,16320466944,12847407104,3146285056,11774791680
1709848418.3113325,16320466944,12847407104,3146285056,11774791680
1709848418.3214715,16320466944,12847407104,3146285056,11774791680
1709848418.331621,16320466944,12847407104,3146285056,11774791680
1709848418.3417504,16320466944,12847407104,3146285056,11774791680
1709848418.3518903,16320466944,12847407104,3146285056,11774791680
1709848418.3620555,16320466944,12847407104,3146285056,11774791680
1709848418.3721938,16320466944,12847407104,3146285056,11774791680
1709848418.3823318,16320466944,12847407104,3146285056,11774791680
1709848418.3924792,16320466944,12847407104,3146285056,11774791680
1709848418.4026358,16320466944,12847407104,3146285056,11774791680
1709848418.4128003,16320466944,12847407104,3146285056,11774791680
1709848418.4229414,16320466944,12847149056,3146543104,11774533632
1709848418.4330862,16320466944,12847149056,3146543104,11774533632
1709848418.4432468,16320466944,12847149056,3146543104,11774533632
1709848418.453383,16320466944,12847149056,3146543104,11774533632
1709848418.4635265,16320466944,12847149056,3146543104,11774533632
1709848418.473671,16320466944,12847149056,3146543104,11774533632
1709848418.4838254,16320466944,12847149056,3146543104,11774533632
1709848418.4939687,16320466944,12847149056,3146543104,11774533632
1709848418.504106,16320466944,12847149056,3146543104,11774533632
1709848418.5142446,16320466944,12847149056,3146543104,11774533632
1709848418.5243797,16320466944,12847149056,3146543104,11774533632
1709848418.534515,16320466944,12847149056,3146543104,11774533632
1709848418.5446563,16320466944,12847149056,3146543104,11774533632
1709848418.5548067,16320466944,12847149056,3146543104,11774533632
1709848418.5649836,16320466944,12847149056,3146543104,11774533632
1709848418.5752587,16320466944,12847149056,3146543104,11774533632
1709848418.5854208,16320466944,12847149056,3146543104,11774533632
1709848418.5955925,16320466944,12847149056,3146543104,11774533632
